pers,type,dt,count
Venus,---,1644,1
Venus,---,1645,2
Venus,---,1649,2
Venus,---,1650,1
Venus,---,1651,1
Venus,---,1655,1
Venus,---,1656,1
Venus,---,1657,1
Venus,---,1660,1
Venus,---,1667,1
Venus,---,1672,1
Venus,---,1676,1
Venus,---,1679,1
Venus,---,1727,1
Veronica,---,1600,1
Veronica,---,1619,1
Vice,Personification,1724,1
Victory,---,1585,1
Victory,---,1589,1
Viennese woman,Woman,1585,1
Vineyard Owner,---,1585,1
Virgin,NT,1501,1
Virgin,NT,1509,1
Virgin,NT,1511,1
Virgin,NT,1530,1
Virgin,NT,1532,1
Virgin,NT,1540,1
Virgin,NT,1543,1
Virgin,NT,1551,1
Virgin,NT,1552,2
Virgin,NT,1565,1
Virgin,NT,1573,1
Virgin,NT,1575,2
Virgin,NT,1580,1
Virgin,NT,1581,1
Virgin,NT,1582,2
Virgin,NT,1583,1
Virgin,NT,1585,18
Virgin,NT,1588,1
Virgin,NT,1589,4
Virgin,NT,1593,1
Virgin,NT,1599,2
Virgin,NT,1600,1
Virgin,NT,1601,1
Virgin,NT,1604,1
Virgin,NT,1605,1
Virgin,NT,1606,2
Virgin,NT,1608,3
Virgin,NT,1610,1
Virgin,NT,1615,2
Virgin,NT,1616,1
Virgin,NT,1618,2
Virgin,NT,1619,1
Virgin,NT,1622,4
Virgin,NT,1630,2
Virgin,NT,1632,1
Virgin,NT,1635,3
Virgin,NT,1638,1
Virgin,NT,1639,1
Virgin,NT,1640,2
Virgin,NT,1641,8
Virgin,NT,1642,1
Virgin,NT,1643,2
Virgin,NT,1645,2
Virgin,NT,1646,4
Virgin,NT,1647,3
Virgin,NT,1648,1
Virgin,NT,1649,1
Virgin,NT,1650,3
Virgin,NT,1651,1
Virgin,NT,1652,3
Virgin,NT,1656,2
Virgin,NT,1657,2
Virgin,NT,1662,2
Virgin,NT,1667,1
Virgin,NT,1671,1
Virgin,NT,1672,1
Virgin,NT,1673,2
Virgin,NT,1674,1
Virgin,NT,1675,1
Virgin,NT,1677,1
Virgin,NT,1679,1
Virgin,NT,1688,1
Virgin,NT,1692,1
Virgin,NT,1694,1
Virgin,NT,1695,11
Virgin,NT,1707,1
Virgin,NT,1718,1
Virgin,NT,1719,1
Virgin,NT,1724,1
Virgin,NT,1728,1
Virgin,NT,1736,2
Virgin,NT,1737,1
Virgin Mary,NT,1526,1
Virgin Mary,NT,1585,2
Virgin Mary,NT,1589,2
Virgin Mary,NT,1610,1
Virgin Mary,NT,1622,1
Virgin Mary,NT,1623,1
Virgin Mary,NT,1641,1
Virgin Mary,NT,1642,1
Virgin Mary,NT,1643,1
Virgin Mary,NT,1644,1
Virgin Mary,NT,1650,1
Virgin Mary,NT,1651,1
Virgin Mary,NT,1656,1
Virginian woman,---,1667,1
Virgins,---,1585,1
Virtue,---,1649,1
Virtue,---,1724,1
Virtus,---,1642,1
Volscens,---,1678,1
Voluptas,---,1642,1
Vulcan,---,1589,1
Vulcan,---,1641,1
Vulcan,---,1643,1
Vulcan,---,1644,1
Vulcan,---,1648,1
Vulcan,---,1650,1
Wagon builder,Prof,1665,1
Wale,---,1528,1
Weaver,Prof,1585,1
Western army,Nation,1651,2
Western army,Nation,1656,1
Western cavalry,Nation,1618,1
Western soldiers,Prof,1615,1
Western soldiers,Prof,1653,1
Whore of Babylon,NT,1641,1
Winter,Personification,1641,1
Wise Virgins,---,1582,1
Witches,---,1615,1
Witches,---,1695,1
Woman,---,1585,1
Woman,---,1608,1
Woman of Samaria,---,1656,1
Zacchaeus,NT,1695,1
Zachariah,---,1618,1
Zacharias,NT,1573,1
Zacharias,NT,1643,1
Zacharias,NT,1649,1
"Zebulun, Patriarch of Israel",---,1608,1
Zecharaiah,OT,1586,1
Zillah,OT,1665,1
Zophar,OT,1619,1
abbess,Prof,1641,1
accountant,Prof,1585,1
acrobat,Prof,1653,1
amorite kings,Nation,1543,1
an angel,---,1726,1
ancestors,---,1519,1
angel,NT,1538,1
angel,NT,1549,1
angel,NT,1552,1
angel,NT,1562,1
angel,NT,1572,1
angel,NT,1582,1
angel,NT,1583,2
angel,NT,1585,6
angel,NT,1586,1
angel,NT,1589,2
angel,NT,1597,1
angel,NT,1598,1
angel,NT,1604,1
angel,NT,1608,3
angel,NT,1615,1
angel,NT,1618,1
angel,NT,1622,1
angel,NT,1641,4
angel,NT,1642,1
angel,NT,1643,1
angel,NT,1646,2
angel,NT,1647,1
angel,NT,1649,2
angel,NT,1652,2
angel,NT,1665,1
angel,NT,1669,1
angel,NT,1672,1
angel,NT,1675,1
angel,NT,1688,1
angel,NT,1695,4
angel,NT,1732,1
angel,NT,1736,1
angels,---,1504,1
angels,---,1511,1
angels,---,1552,1
angels,---,1565,1
angels,---,1566,1
angels,---,1576,1
angels,---,1579,1
angels,---,1581,1
angels,---,1582,1
angels,---,1585,9
angels,---,1589,1
angels,---,1594,1
angels,---,1597,1
angels,---,1600,1
angels,---,1602,1
angels,---,1608,2
angels,---,1611,1
angels,---,1615,2
angels,---,1618,2
angels,---,1619,1
angels,---,1622,3
angels,---,1623,1
angels,---,1632,1
angels,---,1635,3
angels,---,1637,1
angels,---,1639,1
angels,---,1640,1
angels,---,1641,6
angels,---,1642,3
angels,---,1643,2
angels,---,1644,1
angels,---,1646,3
angels,---,1647,2
angels,---,1649,2
angels,---,1650,3
angels,---,1651,1
angels,---,1652,2
angels,---,1657,1
angels,---,1660,1
angels,---,1665,1
angels,---,1672,2
angels,---,1673,1
angels,---,1681,1
angels,---,1688,2
angels,---,1695,3
angels,---,1718,1
angels,---,1719,1
angels,---,1724,1
angels,---,1732,1
angels,---,1736,2
angler,Prof,1632,1
angler,Prof,1665,1
animal,Animal,1585,1
animal,Animal,1670,1
animal,Animal,1691,1
animals,---,1529,1
animals,---,1565,1
animals,---,1585,1
animals,---,1590,1
animals,---,1622,2
animals,---,1635,1
animals,---,1639,1
animals,---,1640,1
animals,---,1643,2
animals,---,1645,1
animals,---,1646,1
animals,---,1650,1
animals,---,1651,1
animals,---,1655,1
animals,---,1705,1
animals,---,1736,1
ants,Animal,1635,1
apostles,---,1555,1
apostles,---,1570,1
apostles,---,1575,1
apostles,---,1585,3
apostles,---,1598,1
apostles,---,1618,1
apostles,---,1641,1
apostles,---,1695,3
apostles,---,1746,1
apprentice,Prof,1586,1
archangel,OT,1585,1
archbishop of Toledo,Prof,1641,1
archers,---,1641,1
archers,---,1657,2
armies,---,1641,1
armies,---,1645,1
armies,---,1715,1
army,---,1574,1
army,---,1585,3
army,---,1630,1
army,---,1635,1
army,---,1641,2
army,---,1647,1
army,---,1695,2
army,---,1735,1
army of Israelites,---,1642,1
army of Philistines,Nation,1642,1
army officers,Prof,1552,1
artificer's wife,---,1642,1
artist,Prof,1586,1
artist,Prof,1590,1
artist,Prof,1696,1
artists,---,1618,1
artists,---,1649,1
ass,Animal,1565,1
ass,Animal,1718,1
asses,---,1526,1
assistant,Prof,1597,1
assistant,Prof,1604,1
assistants,---,1572,1
assistants,---,1585,1
assistants,---,1667,1
astronomer,Prof,1683,1
attendant,Prof,1649,1
attendant,Prof,1723,1
attendants,---,1572,1
attendants,---,1583,1
attendants,---,1585,1
attendants,---,1643,1
attendants,---,1644,1
attendants,---,1650,1
attendants,---,1672,1
babies,---,1585,1
babies,---,1622,3
babies,---,1733,1
baby,---,1577,1
baby,---,1581,1
baby,---,1585,1
baby,---,1627,1
baby,---,1634,1
baby,---,1638,1
baby,---,1640,1
baby,---,1644,1
baby,---,1646,2
baby,---,1676,1
baby,---,1695,1
bacchante,---,1622,1
bacchante,---,1676,1
bacchantes,---,1640,1
bargeman,Seller,1585,1
baron,---,1695,1
basket-weaver,---,1622,1
bat,Animal,1585,1
bat,Animal,1609,1
bear,Animal,1643,1
bear,Animal,1650,1
bear,Animal,1652,1
bear,Animal,1736,1
beast,---,1559,1
beast,---,1641,2
bees,Animal,1642,1
bees,Animal,1645,1
bees,Animal,1646,1
beggar,---,1564,1
beggar,---,1608,1
beggar,---,1618,2
beggar,---,1635,3
beggar,---,1695,1
beggars,---,1635,1
beggars,---,1695,1
bird,---,1570,1
bird,---,1634,1
bird,---,1643,1
bird,---,1646,1
bird,---,1652,1
birds,---,1582,1
birds,---,1585,2
birds,---,1622,1
birds,---,1637,1
birds,---,1640,1
birds,---,1646,3
birds,---,1678,1
biscuit seller,Seller,1643,1
bishop,Prof,1592,1
bishop,Prof,1597,1
bishop,Prof,1635,1
black man,---,1689,1
blacksmiths,---,1590,1
blessed,---,1585,1
blind man,---,1623,1
blind man,---,1634,1
boar,Animal,1540,1
boar,Animal,1585,1
boar,Animal,1608,1
boar,Animal,1640,1
boar,Animal,1652,1
boars,---,1650,1
boatsmen,Prof,1672,1
book-dealers,Seller,1695,1
bows,---,1605,1
boy,---,1563,1
boy,---,1566,1
boy,---,1573,1
boy,---,1575,1
boy,---,1585,2
boy,---,1589,1
boy,---,1596,1
boy,---,1601,1
boy,---,1608,1
boy,---,1614,1
boy,---,1618,1
boy,---,1622,1
boy,---,1630,1
boy,---,1633,1
boy,---,1636,2
boy,---,1638,1
boy,---,1639,1
boy,---,1641,1
boy,---,1642,2
boy,---,1643,1
boy,---,1644,1
boy,---,1645,1
boy,---,1646,2
boy,---,1650,1
boy,---,1651,1
boy,---,1652,1
boy,---,1654,1
boy,---,1655,1
boy,---,1656,1
boy,---,1667,2
boy,---,1672,2
boy,---,1678,1
boy,---,1682,1
boy,---,1695,4
boy,---,1703,1
boy,---,1710,1
boy,---,1735,1
boys,---,1568,1
boys,---,1582,1
boys,---,1585,1
boys,---,1609,1
boys,---,1611,1
boys,---,1623,1
boys,---,1635,3
boys,---,1641,1
boys,---,1646,1
bread-makers,Prof,1695,1
bricklayers,---,1566,1
bride,---,1543,1
bride,---,1552,1
bride,---,1575,1
bride,---,1579,1
bride,---,1585,1
bride,---,1589,1
bride,---,1620,1
bride,---,1622,1
bride,---,1631,1
bride,---,1638,1
bride,---,1650,1
bride,---,1657,1
bridegroom,---,1589,1
broom-maker,Prof,1604,1
brothers,---,1644,1
brothers,---,1652,1
brothers,---,1657,1
builders,Prof,1641,1
bull,Animal,1565,1
bull,Animal,1585,1
bull,Animal,1619,1
bull,Animal,1622,1
bull,Animal,1635,1
bull,Animal,1637,1
bull,Animal,1641,1
bull,Animal,1643,1
bull,Animal,1644,2
bull,Animal,1656,1
bull,Animal,1667,1
bull,Animal,1740,1
bulls,---,1597,1
bulls,---,1667,1
calf,Animal,1646,1
calves,---,1585,1
camel,Animal,1511,1
camel,Animal,1641,1
camel,Animal,1643,1
camel,Animal,1652,1
camels,---,1566,1
camels,---,1574,1
camels,---,1641,1
camels,---,1646,2
camels,---,1648,1
camels,---,1651,1
camels,---,1657,1
cammels,---,1683,1
captains,Prof,1641,1
captives,---,1585,1
captives,---,1634,1
captives,---,1672,1
captives,---,1695,1
capuchin,---,1646,1
caravan,Animal,1585,1
card players,---,1582,1
card players,---,1585,1
card-player,---,1723,1
cardinals,---,1608,1
caryatid,---,1543,1
caryatids,---,1622,1
cat,Animal,1567,1
cat,Animal,1582,1
cat,Animal,1586,1
cat,Animal,1597,1
cat,Animal,1634,1
cats,---,1622,1
cattle,Animal,1585,1
cattle,Animal,1639,1
cattle,Animal,1645,1
cattle,Animal,1646,1
cattle,Animal,1655,1
cattle,Animal,1682,1
cavalry,Prof,1641,1
cavalry,Prof,1695,1
centaur,---,1638,2
centaur,---,1646,1
centaur,---,1727,1
charlatan,---,1622,1
chemists,---,1667,1
cherry seller,Seller,1641,1
cherub,---,1605,1
cherub,---,1667,1
cherubim,OT,1634,1
cherubs,---,1545,1
cherubs,---,1585,3
cherubs,---,1605,1
cherubs,---,1635,1
cherubs,---,1641,1
cherubs,---,1645,1
cherubs,---,1646,2
cherubs,---,1695,2
chicken,Animal,1641,1
chickens,---,1583,1
child,---,1540,1
child,---,1573,2
child,---,1585,4
child,---,1588,1
child,---,1589,1
child,---,1590,2
child,---,1602,1
child,---,1610,1
child,---,1618,1
child,---,1619,1
child,---,1623,1
child,---,1627,1
child,---,1634,1
child,---,1641,2
child,---,1642,1
child,---,1643,2
child,---,1645,2
child,---,1646,3
child,---,1648,1
child,---,1649,1
child,---,1650,3
child,---,1667,1
child,---,1672,1
child,---,1688,1
child,---,1726,1
child,---,1740,1
child(Christ),---,1532,1
children,---,1518,1
children,---,1528,1
children,---,1572,1
children,---,1573,1
children,---,1574,1
children,---,1576,1
children,---,1583,1
children,---,1584,1
children,---,1585,3
children,---,1586,1
children,---,1587,1
children,---,1590,1
children,---,1592,1
children,---,1597,1
children,---,1602,1
children,---,1640,1
children,---,1641,2
children,---,1642,1
children,---,1643,3
children,---,1646,2
children,---,1647,2
children,---,1650,1
children,---,1656,1
children,---,1663,2
children,---,1665,1
children,---,1690,1
children,---,1726,1
chimera,---,1642,1
chimeric animals,---,1596,1
clergy,Prof,1646,1
cleric,Prof,1635,1
clerical figures,Prof,1585,1
clerics,---,1600,1
clown,Prof,1653,1
coachman,Prof,1590,1
coal seller,Seller,1630,1
cock,Animal,1585,1
cock,Animal,1645,1
cockerell,Animal,1732,1
colossus of Rhodes,---,1585,1
companion,---,1646,1
companion,---,1688,1
companion,---,1727,1
companions,---,1511,1
companions,---,1585,1
companions,---,1615,1
companions,---,1630,1
companions,---,1646,2
companions,---,1672,1
companions,---,1695,2
companions,---,1728,1
companions,---,1734,1
companions of Romulus,---,1553,1
concupiscence,Personification,1695,1
congregation,---,1568,1
contortionist,Prof,1578,1
contortionist,Prof,1695,1
cooper,---,1643,1
council,Prof,1586,1
councillor,Prof,1564,1
count de la Tour et Tassis,person,1643,1
countess de la Tour et Tassis,person,1643,1
couple,---,1582,1
couple,---,1586,1
couple,---,1590,1
couple,---,1622,1
couple,---,1634,1
couple,---,1642,1
couple,---,1649,1
couple,---,1651,1
couple,---,1656,1
couple,---,1657,1
couple,---,1688,1
couple,---,1695,1
couple,---,1734,1
couples,---,1540,1
couples,---,1596,1
courtiers,---,1577,1
courtiers,---,1614,1
courtiers,---,1649,1
courtiers,---,1675,1
courtiers,---,1695,1
cow,---,1504,1
cow,---,1562,1
cow,---,1583,1
cow,---,1585,1
cow,---,1618,1
cow,---,1622,1
cow,---,1635,1
cow,---,1643,1
cow,---,1648,1
cow,---,1650,1
cow,---,1734,1
cowherd,Prof,1642,1
cows,---,1618,1
cows,---,1627,1
cows,---,1631,1
cows,---,1646,1
cows,---,1650,1
crab seller,Seller,1643,1
craftsmen,Prof,1639,1
crane,Animal,1583,1
creature,---,1608,1
creature,---,1638,1
creatures,---,1549,1
creatures,---,1648,1
crew,---,1688,1
crippled beggar,---,1634,1
crocodile,Animal,1644,1
crow,Animal,1585,1
crow,Animal,1611,1
crow,Animal,1643,1
crow,Animal,1650,1
crow,Animal,1656,1
crowd,---,1543,1
crowd,---,1548,1
crowd,---,1575,1
crowd,---,1585,3
crowd,---,1589,1
crowd,---,1592,1
crowd,---,1616,1
crowd,---,1630,1
crowd,---,1634,1
crowd,---,1639,1
crowd,---,1647,1
crowd,---,1650,1
crowd,---,1651,1
crowd,---,1652,1
crowd,---,1675,1
crowd,---,1731,1
crowds,---,1515,1
crowds,---,1555,1
crowds,---,1573,1
crowds,---,1585,1
crowds,---,1642,1
cupids,---,1585,1
customers,---,1553,1
damned,---,1639,1
dancers,---,1641,1
dancers,---,1644,1
daughter,---,1594,1
"daughter of Antiphates, King of the Laestrygones",---,1672,1
daughter of King Nisus,---,1574,1
daughters,---,1592,1
daughters,---,1594,1
daughters,---,1602,1
daughters,---,1642,1
daughters,---,1645,1
daughters,---,1648,1
dealer,Prof,1641,1
deer,Animal,1592,1
deer,Animal,1594,1
deer,Animal,1622,1
deer,Animal,1643,1
deer,Animal,1648,1
deer,Animal,1656,1
deer,Animal,1691,1
deer,Animal,1695,1
demon,NT,1543,1
demon,NT,1639,1
demon,NT,1641,1
demons,---,1594,1
demons,---,1635,1
devil,---,1564,1
devil,---,1565,1
devil,---,1585,1
devil,---,1652,1
devil,---,1695,1
devilish creature,---,1585,1
devilish creatures,---,1565,1
devils,---,1634,1
disciple,NT,1634,1
disciples,---,1575,1
disciples,---,1594,1
disciples,---,1688,1
disciples,---,1695,1
doctor,---,1682,1
doctors,---,1585,1
doctors,---,1589,1
doctors,---,1650,1
dog,Animal,1497,1
dog,Animal,1511,1
dog,Animal,1565,1
dog,Animal,1567,1
dog,Animal,1572,1
dog,Animal,1574,2
dog,Animal,1576,1
dog,Animal,1582,1
dog,Animal,1583,2
dog,Animal,1585,8
dog,Animal,1586,1
dog,Animal,1589,1
dog,Animal,1598,1
dog,Animal,1609,1
dog,Animal,1613,1
dog,Animal,1615,1
dog,Animal,1624,1
dog,Animal,1627,1
dog,Animal,1631,1
dog,Animal,1634,1
dog,Animal,1635,2
dog,Animal,1638,1
dog,Animal,1640,1
dog,Animal,1641,2
dog,Animal,1642,2
dog,Animal,1643,1
dog,Animal,1645,1
dog,Animal,1646,4
dog,Animal,1650,1
dog,Animal,1651,1
dog,Animal,1654,1
dog,Animal,1656,2
dog,Animal,1657,2
dog,Animal,1658,1
dog,Animal,1679,1
dog,Animal,1695,2
dog,Animal,1728,1
dog,Animal,1753,1
dogs,---,1585,1
dogs,---,1608,2
dogs,---,1635,1
dogs,---,1637,1
dogs,---,1640,1
dogs,---,1646,4
dogs,---,1656,2
dogs,---,1723,1
dolphin,Animal,1590,1
dolphin,Animal,1646,1
dolphins,---,1674,1
donkey,Animal,1504,1
donkey,Animal,1513,1
donkey,Animal,1552,1
donkey,Animal,1565,1
donkey,Animal,1573,1
donkey,Animal,1585,3
donkey,Animal,1589,1
donkey,Animal,1597,1
donkey,Animal,1604,1
donkey,Animal,1606,1
donkey,Animal,1618,1
donkey,Animal,1636,1
donkey,Animal,1640,1
donkey,Animal,1641,1
donkey,Animal,1643,3
donkey,Animal,1645,1
donkey,Animal,1646,2
donkey,Animal,1647,1
donkey,Animal,1648,1
donkey,Animal,1651,1
donkey,Animal,1652,1
donkey,Animal,1654,1
donkey,Animal,1688,1
donkey,Animal,1727,1
donkeys,---,1585,1
donkeys,---,1645,1
donkeys,---,1646,1
double-headed eagle,---,1585,1
double-headed eagle,---,1599,1
dove,Animal,1545,1
dove,Animal,1575,1
dove,Animal,1585,1
dove,Animal,1630,1
dove,Animal,1634,1
dove,Animal,1635,1
dove,Animal,1643,1
dove,Animal,1649,1
dove,Animal,1656,2
dove,Animal,1657,1
dove,Animal,1674,1
dove,Animal,1695,2
doves,---,1641,1
doves,---,1644,1
doves,---,1667,1
dragon,---,1542,1
dragon,---,1543,1
dragon,---,1603,1
dragon,---,1655,1
dragon,---,1688,1
dragon,---,1695,2
dragons,---,1565,1
draughtsman,Prof,1620,1
drummers,---,1644,1
ducklings,Animal,1585,1
ducks,---,1642,1
dwarf,---,1585,1
eagle,Animal,1575,1
eagle,Animal,1585,2
eagle,Animal,1586,1
eagle,Animal,1598,1
eagle,Animal,1630,1
eagle,Animal,1641,2
eagle,Animal,1644,1
eagle,Animal,1646,1
eagle,Animal,1648,1
eagle,Animal,1649,1
eagle,Animal,1650,1
eagle,Animal,1654,1
eagle,Animal,1666,1
earthly riches,---,1695,1
echnida,---,1666,1
eel seller,Seller,1573,1
elderly man,---,1641,1
elders,---,1515,1
elders,---,1543,1
elders,---,1568,1
elders,---,1632,1
elders,---,1695,1
elephant,Animal,1528,1
elephant,Animal,1565,1
elephant,Animal,1643,1
elephant,Animal,1645,1
elephants,---,1566,1
elephants,---,1639,1
elephants,---,1672,1
elephants,---,1695,1
elk,Animal,1597,1
elves,Other myth,1635,1
emperor,Prof,1689,1
emperor Mathias,person,1641,1
enemy,---,1592,1
enemy,---,1645,1
entourage,Prof,1558,1
entourage,Prof,1608,1
entourage,Prof,1636,1
entourage,Prof,1643,1
entourage,Prof,1648,1
entourage,Prof,1652,1
entourage,Prof,1735,1
entrourage,---,1578,1
executioner,Prof,1573,1
executioner,Prof,1589,1
executioner,Prof,1619,1
executioner,Prof,1638,1
executioner,Prof,1688,1
executioners,---,1548,1
executioners,---,1589,1
executioners,---,1688,1
falcons,Animal,1497,1
family,---,1585,2
family,---,1589,1
family,---,1597,1
family,---,1616,1
family,---,1631,1
family,---,1641,1
family,---,1642,1
family,---,1646,1
farmer,Prof,1710,1
farmers,---,1630,2
farmers,---,1644,1
farmers,---,1656,1
farmers,---,1663,1
farmers,---,1695,1
father,---,1600,1
father,---,1634,1
father,---,1642,1
father,---,1646,1
father,---,1647,1
father,---,1650,1
father,---,1656,1
fathers,---,1623,1
faun,---,1543,1
faun,---,1740,1
fauns,---,1639,1
female,---,1585,1
female,---,1639,1
female,---,1646,1
female,---,1686,1
female,---,1688,1
female herm,---,1543,1
female personification,---,1555,1
fiddler,Prof,1635,1
fiery bull,---,1587,1
figure,---,1512,1
figure,---,1540,2
figure,---,1543,2
figure,---,1555,1
figure,---,1564,1
figure,---,1572,1
figure,---,1581,1
figure,---,1582,1
figure,---,1585,6
figure,---,1588,1
figure,---,1589,4
figure,---,1598,1
figure,---,1604,1
figure,---,1608,1
figure,---,1609,2
figure,---,1618,1
figure,---,1622,2
figure,---,1625,2
figure,---,1631,1
figure,---,1635,2
figure,---,1638,1
figure,---,1639,1
figure,---,1641,3
figure,---,1642,1
figure,---,1644,1
figure,---,1645,3
figure,---,1646,1
figure,---,1648,3
figure,---,1651,1
figure,---,1654,1
figure,---,1665,1
figure,---,1672,1
figure,---,1682,1
figure,---,1699,1
figure,---,1703,1
figure,---,1740,1
figure in a throne,---,1585,1
figures,---,1504,1
figures,---,1510,1
figures,---,1512,1
figures,---,1520,1
figures,---,1530,1
figures,---,1543,2
figures,---,1550,1
figures,---,1551,1
figures,---,1560,1
figures,---,1564,1
figures,---,1565,4
figures,---,1568,1
figures,---,1570,1
figures,---,1572,1
figures,---,1573,2
figures,---,1575,2
figures,---,1576,1
figures,---,1577,1
figures,---,1579,1
figures,---,1582,3
figures,---,1585,21
figures,---,1586,1
figures,---,1587,1
figures,---,1588,1
figures,---,1589,7
figures,---,1590,6
figures,---,1591,1
figures,---,1596,1
figures,---,1597,1
figures,---,1598,1
figures,---,1599,1
figures,---,1600,5
figures,---,1602,2
figures,---,1605,3
figures,---,1608,3
figures,---,1610,1
figures,---,1611,1
figures,---,1612,1
figures,---,1613,1
figures,---,1615,3
figures,---,1618,4
figures,---,1622,7
figures,---,1624,1
figures,---,1625,1
figures,---,1627,1
figures,---,1630,1
figures,---,1632,1
figures,---,1633,1
figures,---,1634,2
figures,---,1635,6
figures,---,1636,3
figures,---,1639,3
figures,---,1640,5
figures,---,1641,9
figures,---,1642,6
figures,---,1643,6
figures,---,1644,3
figures,---,1645,6
figures,---,1646,5
figures,---,1648,3
figures,---,1649,3
figures,---,1650,4
figures,---,1651,4
figures,---,1652,1
figures,---,1653,2
figures,---,1656,4
figures,---,1657,1
figures,---,1663,4
figures,---,1665,2
figures,---,1667,3
figures,---,1672,2
figures,---,1673,1
figures,---,1679,1
figures,---,1682,2
figures,---,1688,3
figures,---,1692,1
figures,---,1695,9
figures,---,1703,1
figures,---,1790,1
fish,Animal,1585,1
fish,Animal,1679,1
fish,Animal,1689,1
fish,Animal,1705,1
fish,Animal,1736,1
fisherman,---,1585,1
fisherman,---,1641,1
fisherman,---,1695,1
fishermen,---,1573,1
fishermen,---,1650,1
fishes,---,1551,1
fishwife,Prof,1645,1
flock,Animal,1550,1
flock,Animal,1583,1
flute-player,Prof,1641,1
foes,---,1622,1
follower,---,1640,1
followers,---,1594,1
followers,---,1640,1
forces,---,1592,1
forces,---,1657,1
fowl,Animal,1608,1
fox,Animal,1645,1
fox,Animal,1648,1
foxes,---,1635,1
foxes,---,1646,1
friar,---,1585,1
friars,---,1585,1
frogs,---,1642,1
frogs,---,1663,1
fruit seller,Seller,1656,1
gallant,---,1585,1
gaoler,Prof,1634,1
gardeners,---,1590,1
gardner,Prof,1585,1
general Holophernes,OT,1590,1
general Holophernes,OT,1652,1
genii,---,1640,1
genius,---,1590,1
genius,---,1609,1
genius,---,1665,1
genius,---,1695,1
gentleman,---,1609,1
gentleman,---,1630,1
gentleman,---,1702,1
gentlemen,---,1588,1
gentlewoman of Brabant,Woman,1657,1
girl,---,1608,1
girl,---,1635,1
girl,---,1642,1
girl,---,1643,1
girl,---,1695,1
girl from Prague,Woman,1585,1
girl from Zurich,Woman,1585,1
glaziers,Prof,1540,1
goat,Animal,1585,1
goat,Animal,1594,1
goat,Animal,1630,1
goat,Animal,1638,1
goat,Animal,1640,1
goat,Animal,1641,1
goat,Animal,1642,1
goat,Animal,1643,1
goat,Animal,1645,1
goat,Animal,1695,1
goat,Animal,1726,1
goat,Animal,1734,1
goats,---,1572,1
goats,---,1573,1
goats,---,1585,1
goats,---,1615,1
goats,---,1635,1
goats,---,1640,2
goats,---,1642,1
goats,---,1670,1
goats,---,1723,1
god,---,1648,1
god,---,1676,1
goddess,---,1645,1
goddess,---,1676,1
gods,---,1608,1
gods,---,1641,1
gods,---,1642,1
gods,---,1643,1
gods,---,1644,1
gods,---,1667,1
goldsmiths,Prof,1585,1
goose,Animal,1633,1
groom,---,1585,1
groom,---,1620,1
groom,---,1622,1
group of glue makers,---,1594,1
guard,Prof,1577,1
guard,Prof,1585,1
guard,Prof,1644,1
guards,---,1565,1
guards,---,1583,1
guards,---,1585,1
guards,---,1615,1
guards,---,1635,1
guards,---,1643,2
guards,---,1688,1
guards,---,1695,3
guests,---,1552,1
guests,---,1672,1
handmaidens,Prof,1740,1
hare,Animal,1585,1
hare,Animal,1589,1
hare,Animal,1597,1
hare,Animal,1635,1
hare,Animal,1723,1
hares,---,1724,1
harlots,Prof,1646,1
harp-player,Prof,1543,1
harvesters,Prof,1703,1
hatters,---,1695,1
hawk,Animal,1633,1
hawk,Animal,1644,1
hawk,Animal,1646,1
hawks,---,1633,1
heavenly warriors,---,1594,1
helper,---,1530,1
helper,---,1568,1
helper,---,1594,1
helper,---,1634,1
helpers,---,1646,1
henchman,---,1585,1
herdsman,Prof,1585,1
herdsman,Prof,1618,1
herdsman,Prof,1622,1
herdsman,Prof,1641,1
herdsman,Prof,1646,1
herdsmen,---,1590,1
hermit,---,1595,1
hermit Saint,St,1592,1
heron,Animal,1633,1
high priest,---,1641,1
high priest Ruben,person,1630,1
hippocampus,---,1646,1
holy Family,---,1610,1
holy family,---,1585,1
holy family,---,1643,1
holy family,---,1645,1
holy women,---,1498,1
holy women,---,1695,2
horse,Animal,1528,1
horse,Animal,1542,1
horse,Animal,1551,1
horse,Animal,1555,1
horse,Animal,1560,1
horse,Animal,1563,1
horse,Animal,1573,1
horse,Animal,1574,1
horse,Animal,1576,1
horse,Animal,1579,2
horse,Animal,1580,1
horse,Animal,1582,1
horse,Animal,1583,1
horse,Animal,1585,7
horse,Animal,1587,1
horse,Animal,1590,2
horse,Animal,1592,1
horse,Animal,1594,2
horse,Animal,1599,2
horse,Animal,1600,2
horse,Animal,1602,1
horse,Animal,1606,1
horse,Animal,1608,2
horse,Animal,1609,1
horse,Animal,1613,1
horse,Animal,1616,1
horse,Animal,1617,1
horse,Animal,1618,2
horse,Animal,1620,1
horse,Animal,1621,1
horse,Animal,1623,1
horse,Animal,1630,1
horse,Animal,1633,1
horse,Animal,1635,3
horse,Animal,1637,1
horse,Animal,1640,1
horse,Animal,1641,6
horse,Animal,1642,4
horse,Animal,1643,1
horse,Animal,1644,1
horse,Animal,1645,3
horse,Animal,1646,3
horse,Animal,1647,1
horse,Animal,1649,2
horse,Animal,1650,1
horse,Animal,1651,2
horse,Animal,1652,1
horse,Animal,1656,1
horse,Animal,1657,1
horse,Animal,1665,1
horse,Animal,1672,1
horse,Animal,1675,1
horse,Animal,1683,1
horse,Animal,1688,3
